Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
VRP,A1 JUNCTION 4,A1 JUNCTION 4,51.77917,-0.22444,0,0.26405,,,,250,2024-02-08T18:31:58.287,
